2L	38310661	38314122	314
2L	38314642	38316028	82
2L	38318755	38320072	152
2L	38327754	38328615	65
2L	38330881	38334649	438
2L	38335249	38336970	529
2L	38338585	38342119	1419
2L	38805858	38810393	872
2L	38811518	38816203	1629
2L	37823994	37825841	348
2L	37827409	37828712	141
2L	37829475	37834954	1348
2L	37849057	37850505	172
2L	37851263	37856370	831
2L	37866329	37868887	614
2L	37869138	37871286	615
2L	37871511	37873558	174
2L	37882303	37884300	183
2L	37889341	37896133	3090
2L	37918720	37919730	59
2L	37920327	37922089	111
2L	37508750	37509913	56
2L	37522300	37523191	179
2L	37539917	37540834	81
2L	37798357	37799509	359
2L	36857143	36858432	126
2L	37143869	37144689	63
2L	37145075	37147930	299
2L	37149738	37150396	53
2L	37153213	37155283	1365
2L	37171363	37174126	326
2L	37182426	37186252	820
2L	37193226	37196754	490
2L	37214436	37216930	315
2L	37223145	37231857	3100
2L	37232978	37233596	152
2L	37239305	37240524	294
2L	37241512	37243365	267
2L	37243380	37248265	2275
2L	37248429	37249998	125
2L	37250516	37251873	150
2L	37275650	37284569	3100
2L	37287603	37288820	54
2L	37288861	37289735	51
2L	37350078	37353244	2685
2L	37357858	37359879	675
2L	37367686	37369050	439
2L	37481777	37483293	715
2L	36462611	36463835	145
2L	36490124	36492657	1362
2L	36506785	36510179	256
2L	36520712	36523844	459
2L	36524582	36527256	119
2L	36530249	36534439	514
2L	36534533	36535423	75
2L	36555041	36556981	92
2L	36557009	36561130	187
2L	35325327	35326612	142
2L	35389965	35393304	530
2L	35394446	35397640	135
2L	35402536	35403644	77
2L	35403873	35405326	938
2L	35407080	35407909	88
2L	35441067	35443707	354
2L	35444838	35445691	50
2L	35606371	35607365	224
2L	35614138	35614890	53
2L	35722622	35723620	73
2L	35860765	35863692	2347
2L	35864499	35867293	492
2L	36055039	36056422	100
2L	36189235	36191988	747
2L	36192070	36193798	1558
2L	36200229	36201236	57
2L	36214449	36215594	110
2L	36219079	36221877	697
2L	35093944	35095438	96
2L	35095512	35096502	115
2L	35097746	35099862	264
2L	33734719	33737023	584
2L	33748386	33750061	138
2L	33769842	33770739	59
2L	33790112	33793542	317
2L	33794195	33797100	155
2L	33798197	33799421	105
2L	33823336	33825625	636
2L	33825775	33827134	153
2L	33827893	33830551	562
2L	33836810	33838244	94
2L	33838450	33840429	227
2L	33877194	33878572	582
2L	33951654	33953504	307
2L	33953762	33954877	264
2L	33958864	33959737	62
2L	33965424	33967337	106
2L	34348257	34349767	205
2L	34351183	34352706	141
2L	34370097	34371844	446
2L	34540202	34541722	239
2L	34541819	34543097	178
2L	34663393	34664428	151
2L	34682741	34684211	72
2L	34684246	34686952	457
2L	34729396	34731606	432
2L	34733523	34734403	99
2L	34861454	34863157	295
2L	34863231	34864412	122
2L	34864438	34866744	199
2L	34872200	34874449	232
2L	34876245	34878239	268
2L	34879748	34882533	195
2L	34883198	34884560	94
2L	34917193	34918578	216
2L	34918720	34919641	154
2L	34925379	34927218	273
2L	33259308	33260021	52
2L	33261321	33265105	1879
2L	33265289	33266128	55
2L	33268243	33269342	124
2L	33270507	33273330	764
2L	33555858	33556688	75
2L	33562458	33563699	167
2L	33180494	33182688	626
2L	33202958	33211963	3039
2L	33213773	33216047	1752
2L	32666309	32667364	106
2L	32774942	32776407	180
2L	32781960	32782698	51
2L	32793245	32794712	111
2L	32798780	32800809	138
2L	32800923	32802324	76
2L	32803282	32804397	132
2L	32805463	32807281	152
2L	32884137	32885331	73
2L	32931575	32932556	205
2L	33024665	33027676	256
2L	33031927	33035038	891
2L	33035343	33036174	70
2L	33036718	33038994	118
2L	33096797	33100589	452
2L	33106813	33108740	246
2L	33113150	33114314	109
2L	33124250	33125909	465
2L	33128672	33130499	691
2L	32003525	32008028	2283
2L	32008983	32011087	297
2L	32012562	32014319	216
2L	32016308	32019374	280
2L	32039010	32040129	54
2L	32182745	32186838	159
2L	32501865	32503951	390
2L	32526098	32528385	374
2L	32530515	32531903	278
2L	32531952	32534361	581
2L	32551341	32552695	107
2L	32553715	32556009	529
2L	32626692	32628276	282
2L	31818047	31819144	57
2L	31822043	31823059	65
2L	31854923	31866234	842
2L	31867023	31870821	345
2L	31891210	31894504	1208
2L	31894548	31895494	56
2L	31951382	31952534	174
2L	31608810	31609860	173
2L	31794832	31798501	953
2L	31329104	31332891	717
2L	31344250	31345424	118
2L	31345428	31348509	456
2L	31364016	31368469	1380
2L	31379329	31381906	562
2L	31382092	31382845	64
2L	31384068	31385583	403
2L	31387216	31387898	78
2L	31388569	31390256	205
2L	31391655	31392716	725
2L	31392820	31394236	406
2L	31441689	31444545	365
2L	31444662	31447453	299
2L	31449915	31452165	389
2L	31463121	31464163	242
2L	31149811	31152953	1443
2L	31158821	31161125	133
2L	31165381	31166315	87
2L	31178289	31181155	488
2L	31181335	31184106	117
2L	30947501	30948341	57
2L	30972505	30973849	91
2L	30993915	30995842	271
2L	31020786	31025013	1645
2L	31068123	31070684	1039
2L	31071776	31072577	232
2L	31073237	31074848	743
2L	31076043	31078211	828
2L	29963434	29964777	61
2L	30158926	30164143	2926
2L	30166648	30168361	143
2L	30171013	30172472	87
2L	30176786	30179486	1266
2L	30188993	30192896	484
2L	30198171	30200378	279
2L	30213177	30215575	65
2L	30235393	30238428	395
2L	30257683	30258997	125
2L	30265211	30266679	246
2L	30324390	30326079	148
2L	30743018	30743901	62
2L	30751892	30753424	623
2L	30756370	30757566	56
2L	30770361	30776388	495
2L	30777543	30778547	50
2L	30787050	30788423	57
2L	30790779	30795410	321
2L	30796799	30800464	1047
2L	30806320	30811554	916
2L	30838961	30839905	68
2L	30843007	30845391	81
2L	30850503	30853621	207
2L	30854940	30857408	313
2L	30859971	30860896	56
2L	30874854	30876317	62
2L	30878579	30881955	118
2L	30885398	30888844	922
2L	30906855	30907539	51
2L	30907684	30908577	108
2L	30917353	30919067	195
2L	29198224	29199189	63
2L	29202020	29204963	1212
2L	29206504	29210073	594
2L	29210143	29211329	109
2L	29217676	29218671	91
2L	29218908	29224271	2818
2L	29224291	29226665	70
2L	29232692	29233585	213
2L	29233628	29234545	56
2L	29278592	29279835	79
2L	29292078	29294542	762
2L	29295124	29296074	53
2L	29327404	29330548	597
2L	29343468	29345433	318
2L	29384882	29385978	59
2L	29542854	29543757	52
2L	29558810	29560359	71
2L	29560609	29562050	111
2L	29564448	29567279	205
2L	29136886	29138773	224
2L	29138787	29140981	331
2L	29142382	29143511	130
2L	29148161	29150944	311
2L	29151042	29152048	140
2L	29152100	29154214	398
2L	29117487	29118979	70
2L	29120506	29122462	793
2L	29123407	29125254	999
2L	28591847	28593239	91
2L	28945900	28947319	101
2L	29037106	29040022	322
2L	28225261	28228864	150
2L	28228935	28230221	51
2L	28230971	28232202	54
2L	27468714	27470381	161
2L	27496219	27498378	58
2L	27498934	27503243	2573
2L	27504286	27505979	146
2L	27257263	27258179	53
2L	27310234	27311083	187
2L	27313550	27315973	857
2L	27317006	27318865	66
2L	27319193	27320542	230
2L	27321024	27322361	126
2L	27328161	27330009	168
2L	27333920	27335092	57
2L	27336209	27337833	121
2L	27352252	27357560	1913
2L	27357732	27359345	553
2L	27359445	27361118	240
2L	27424833	27428441	528
2L	26953573	26955144	69
2L	27036009	27037938	196
2L	27038252	27040292	68
2L	27067561	27068485	97
2L	27071068	27072123	124
2L	27072321	27073464	167
2L	27077425	27080042	261
2L	27080519	27082611	120
2L	27088878	27090017	109
2L	26784555	26787881	363
2L	26823104	26824779	115
2L	26826833	26830240	103
2L	26627688	26629312	105
2L	26174909	26176194	196
2L	26284966	26286459	698
2L	26290666	26291568	93
2L	26295273	26297514	245
2L	26305258	26308271	631
2L	26310279	26311451	63
2L	26312336	26313814	60
2L	26347176	26348543	106
2L	26348559	26351724	1607
2L	26359843	26366493	1480
2L	26378712	26379510	109
2L	26379760	26381104	332
2L	26381351	26384582	647
2L	26515187	26516924	483
2L	25801794	25802536	167
2L	25841166	25842407	110
2L	25884356	25888186	1879
2L	25901352	25903613	208
2L	25929851	25931196	57
2L	26026394	26029560	132
2L	26052208	26053823	803
2L	26054855	26058843	1201
2L	26087747	26088768	54
2L	26123018	26124136	85
2L	26124690	26127775	448
2L	26136642	26137861	74
2L	26141946	26143372	148
2L	24659542	24661480	1535
2L	24754295	24756059	484
2L	24927596	24928593	63
2L	25040420	25049011	3120
2L	25057261	25058279	57
2L	25092327	25094576	93
2L	25123787	25124527	53
2L	25143467	25144147	58
2L	25154672	25156506	129
2L	25167282	25170895	621
2L	25177966	25184581	1985
2L	25184784	25186605	149
2L	25272020	25273535	59
2L	25275312	25277875	421
2L	25277976	25279414	106
2L	25328255	25330165	157
2L	25330457	25333382	1190
2L	25344473	25345987	468
2L	25353529	25355999	370
2L	25365011	25366876	429
2L	25420508	25421979	63
2L	25435567	25439457	725
2L	25607611	25608199	55
2L	24611482	24612532	67
2L	23978437	23980436	399
2L	24061315	24063682	581
2L	24063829	24065140	91
2L	24102890	24104485	168
2L	24106032	24107863	1344
2L	24123621	24124741	119
2L	24143698	24145403	65
2L	24145448	24148235	108
2L	24162462	24166938	487
2L	24170395	24174067	956
2L	24237870	24253375	493
2L	24276368	24281134	1116
2L	24481216	24482169	111
2L	24497436	24499918	77
2L	24509897	24510885	61
2L	23670198	23670858	69
2L	23550526	23552208	240
2L	23580743	23582865	482
2L	22905974	22907494	272
2L	22908650	22909521	57
2L	22909535	22911838	256
2L	22912217	22915454	859
2L	22915766	22920608	1056
2L	22922737	22923925	69
2L	22923951	22925407	130
2L	22929172	22930540	91
2L	22976553	22978158	70
2L	23288284	23289754	565
2L	23318080	23321442	365
2L	23329318	23331023	59
2L	23348536	23353130	2546
2L	23354181	23354966	53
2L	23358701	23361927	528
2L	23378800	23382044	607
2L	23383115	23384214	658
2L	22028386	22036919	3100
2L	22040280	22042897	1064
2L	22045261	22050549	853
2L	22482678	22484022	75
2L	22504453	22505644	80
2L	22505916	22513786	1238
2L	22518627	22522861	163
2L	22523511	22524576	66
2L	22541964	22546228	1602
2L	21851782	21854459	699
2L	21787645	21792300	3100
2L	21796285	21806671	2024
2L	21819278	21820876	393
2L	42802874	42813461	1015
2L	42827732	42830210	162
2L	42959013	42960963	462
2L	43419081	43420877	133
2L	43422848	43424199	67
2L	43424262	43427320	1193
2L	43428159	43429779	51
2L	43437680	43439759	178
2L	43483251	43486886	1538
2L	43492517	43493531	81
2L	43595617	43598833	646
2L	43599598	43603033	843
2L	43605388	43607270	621
2L	43611295	43612835	142
2L	43636264	43637690	65
2L	43639029	43641031	139
2L	43641327	43643052	138
2L	43768456	43770446	75
2L	43951740	43953900	193
2L	44062590	44064732	2449
2L	44106220	44107679	51
2L	44110142	44111403	77
2L	44192583	44193819	104
2L	44203566	44208299	508
2L	44215280	44217911	99
2L	44218103	44222312	1156
2L	44222833	44228586	1017
2L	44332404	44333423	117
2L	44433944	44434752	65
2L	44499134	44503349	2890
2L	44504926	44508651	279
2L	44565609	44569000	646
2L	44576505	44579662	152
2L	44579716	44585025	914
2L	44590155	44592308	90
2L	44690390	44692212	293
2L	44753361	44755495	165
2L	44757020	44758321	74
2L	44758902	44761207	474
2L	44761989	44764062	297
2L	44765685	44777709	3100
2L	44777726	44779555	698
2L	44948354	44950327	201
2L	44950603	44951477	68
2L	44955035	44957599	383
2L	45116962	45120036	105
2L	45120758	45122647	176
2L	45122750	45125094	94
2L	45126825	45129319	1024
2L	45134404	45139379	1852
2L	45141781	45143031	263
2L	45146507	45153760	3068
2L	45164081	45166262	341
2L	45166614	45167362	56
2L	45178784	45180173	345
2L	45180554	45182328	178
2L	45541306	45542637	72
2L	45544394	45546742	430
2L	45558784	45560863	562
2L	45571495	45572696	126
2L	45573881	45574353	63
2L	45574624	45579545	2452
2L	45580670	45583131	938
2L	45598713	45601125	1515
2L	45604680	45605597	93
2L	45605630	45608207	411
2L	45610228	45611735	77
2L	45616364	45617497	67
2L	45617896	45620781	963
2L	45632523	45633677	172
2L	45672589	45674751	181
2L	45678698	45680126	121
2L	45680173	45681970	82
2L	45682214	45685681	162
2L	45762412	45763439	84
2L	45777961	45778789	121
2L	45812636	45816760	814
2L	45826456	45828145	988
2L	45829804	45832572	161
2L	45920753	45921852	71
2L	45928599	45932321	577
2L	45938621	45939903	92
2L	45940160	45941683	170
2L	45942998	45944655	111
2L	46070067	46072732	485
2L	46097065	46098116	76
2L	46143968	46145664	100
2L	46155483	46158531	187
2L	46169619	46171819	269
2L	46180066	46182608	112
